"","Accession","Gene Symbol","Coverage [%]","# Peptides","# PSMs","# AAs","MW [kDa]","Pfam IDs","Entrez Gene ID","Ensembl Gene ID","WT1","WT2","WT3","KD1","KD2","KD3","TM1","TM2","TM3","C11","C12","C13","NT1","NT2","NT3","KD_FC","KD_logP","TM_FC","TM_logP","C1_FC","C1_logP","NT_FC","NT_logP","Rest_FC","Rest_logP","# Protein Pathway Groups","Biological Process","Cellular Component","Molecular Function","Gene ID","Reactome Pathways","WikiPathways","Uniprotlink","ffatscore","ffatscore2"
"1184","Q6P4R8","NFRKB",2,2,4,1299,138.9,"Pf14465","4798","ENSG00000170322",NA,NA,NA,NA,NA,NA,NA,NA,NA,588263.039653464,524965.039743654,308070.56472286,164028.533385262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"cell organization and biogenesis;DNA metabolism;other metabolic processes;stress response;other biological processes","nucleus","nucleic acid binding activity;other molecular function","hsa:4798; Q12869; Q15312; Q6P4R8; Q9H048","UCH proteinases; DNA Damage Recognition in GG-NER","Overview of nanoparticle effects","https://rest.uniprot.org/uniprotkb/Q6P4R8.fasta",3.5,3.5
"1185","P98175","RBM10",12,9,25,930,103.5,"Pf00076, Pf00641, Pf01585, Pf17780","8241","ENSG00000182872",NA,NA,302011.902845445,177375.523113844,NA,124782.497456885,1925210.35538795,1819426.62527818,1496351.98828125,3508841.54346493,1824486.70938089,2954785.22580624,NA,NA,NA,0.999302172075792,NA,-2.53219925667044,NA,-3.19340394038377,NA,NA,NA,-2.51718341776307,NA,2,"cell cycle OR cell proliferation;RNA metabolism OR transcription;other metabolic processes;other biological processes","nucleus;other cell component","nucleic acid binding activity;other molecular function","A0A0A0MR66; C4AM81; hsa:8241; P98175; Q14136; Q5JRR2; Q9BTE4; Q9BTX0; Q9NTB1","mRNA Splicing - Major Pathway; Processing of Capped Intron-Containing Pre-mRNA",NA,"https://rest.uniprot.org/uniprotkb/P98175.fasta",3,3
"1186","P01876",NA,19,6,6,353,37.6,NA,NA,NA,86562.7797043167,NA,NA,NA,107244.001327405,NA,NA,186183.360299611,NA,246091.928065673,300638.090075013,31204.0801440512,NA,NA,5607576.26653223,-0.309078220261931,NA,-1.10490540832848,NA,-1.15412375829266,NA,-6.01748669903413,NA,-3.64090415244771,NA,0,NA,NA,NA,NA,NA,NA,"https://rest.uniprot.org/uniprotkb/P01876.fasta",4.5,4
"1187","Q659A1","ICE2",3,2,3,982,109.9,"Pf10505","79664","ENSG00000128915",NA,NA,121867.104607687,NA,NA,147146.066451864,NA,177863.620506575,NA,1272959.91545181,439234.31740334,624126.760902625,NA,NA,NA,-0.271940222136937,NA,-0.545462703722443,NA,-2.67589534381362,NA,NA,NA,-2.12683902783742,NA,1,"RNA metabolism OR transcription;other metabolic processes;other biological processes","cytosol;nucleus;other cell component",NA,"B2RU08; hsa:79664; Q05CT1; Q3B7W6; Q63HP4; Q658Q0; Q659A1; Q68CN8; Q6IPW7; Q6UX23; Q71H65; Q96CY5; Q9HAA2","RNA polymerase II transcribes snRNA genes",NA,"https://rest.uniprot.org/uniprotkb/Q659A1.fasta",4.5,4
"1188","Q6NTF9","RHBDD2",7,3,3,364,39.2,"Pf01694","57414","ENSG00000005486",NA,NA,NA,NA,1554555.97620675,126595.801496556,1042897.74539367,511871.540371125,4115037.09375,NA,NA,1104676.03574061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"stress response;signal transduction","other membranes;ER/Golgi;nucleus;other cell component","other molecular function","hsa:57414; Q6NTF9; Q7L534; Q9H5W6; Q9HBK7; Q9UDT2",NA,"Ciliary landscape; 7q11.23 distal copy number variation","https://rest.uniprot.org/uniprotkb/Q6NTF9.fasta",3.5,3.5
"1189","Q9HAV4","XPO5",5,4,7,1204,136.2,"Pf03810, Pf08389, Pf19273","57510","ENSG00000124571",NA,NA,NA,NA,NA,NA,1380626.51714471,1683917.86799438,915398.328125,51195.3115542931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"RNA metabolism OR transcription;transport","cytosol;nucleus;other cell component","nucleic acid binding activity;other molecular function","hsa:57510; Q5JTE6; Q96G48; Q96HN3; Q9BWM6; Q9BZV5; Q9H9M4; Q9HAV4; Q9NT89; Q9NW39; Q9ULC9","MicroRNA (miRNA) biogenesis","miRNA biogenesis; exRNA mechanism of action and biogenesis; Primary ovarian insufficiency","https://rest.uniprot.org/uniprotkb/Q9HAV4.fasta",3.5,3.5
"1190","Q9UJA5","TRMT6",7,2,4,497,55.8,"Pf04189","51605","ENSG00000089195",NA,504471.970823949,NA,NA,NA,NA,NA,NA,NA,151894.452524681,406151.517334406,581986.176350011,NA,NA,NA,NA,NA,NA,NA,0.408734013665496,NA,NA,NA,0.408734013665496,NA,1,"RNA metabolism OR transcription;other metabolic processes","nucleus;other cell component",NA,"B4DUV6; hsa:51605; Q76P92; Q9BQV5; Q9UJA5; Q9ULR7; Q9Y2Z8","tRNA modification in the nucleus and cytosol",NA,"https://rest.uniprot.org/uniprotkb/Q9UJA5.fasta",3.5,3.5
"1191","Q8TDJ6","DMXL2",2,4,6,3036,339.4,"Pf00400, Pf12234","23312","ENSG00000104093",166387.266280262,NA,NA,90490.9352841815,NA,NA,81428.7381370131,NA,NA,1155510.73111235,1157077.13284082,288063.305508162,NA,NA,NA,0.878699841389144,NA,1.03093507652414,NA,-2.38129346748937,NA,NA,NA,-1.73667929627459,NA,0,"other biological processes","other membranes;ER/Golgi;other cell component","other molecular function","B2RTR3; B7ZMH3; F5GWF1; hsa:23312; O94938; Q8TDJ6",NA,NA,"https://rest.uniprot.org/uniprotkb/Q8TDJ6.fasta",2.5,2.5
"1192","Q86VQ1","GLCCI1",6,2,2,547,58,"Pf15388","113263","ENSG00000106415",NA,NA,NA,NA,105666.328624619,NA,NA,NA,NA,274279.124210039,115872.779814615,209604.679076223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"other cell component",NA,"A4D103; hsa:113263; Q86VQ1; Q96FD0",NA,NA,"https://rest.uniprot.org/uniprotkb/Q86VQ1.fasta",5,4
"1193","Q13428","TCOF1",1,2,2,1488,152,"Pf03546","6949","ENSG00000070814",NA,NA,NA,NA,NA,NA,NA,NA,NA,599220.053507721,316851.510891443,436380.248496566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"RNA metabolism OR transcription;other metabolic processes;developmental processes;other biological processes","cytosol;nucleus","other molecular function","A0JLU0; B4E111; hsa:6949; Q13428; Q6SC72; Q7Z5W9; Q96A52; Q99408; Q99860",NA,NA,"https://rest.uniprot.org/uniprotkb/Q13428.fasta",5.5,4
"1194","Q9NXF1","TEX10",2,2,2,929,105.6,"Pf12333","54881","ENSG00000136891",NA,NA,706406.68826315,NA,NA,NA,1644070.90044126,284699.875603881,6948680,656042.195064044,270312.28738448,573234.482590602,NA,NA,NA,NA,NA,-2.06661204743884,NA,0.498966293851229,NA,NA,NA,-1.29178963121964,NA,1,NA,"mitochondrion;nucleus",NA,"B4DYV2; hsa:54881; Q5T722; Q5T723; Q8NCN8; Q8TDY0; Q9NXF1","Major pathway of rRNA processing in the nucleolus and cytosol",NA,"https://rest.uniprot.org/uniprotkb/Q9NXF1.fasta",4.5,4
"1195","Q8WUA2","PPIL4",9,3,3,492,57.2,"Pf00076, Pf00160","85313","ENSG00000131013",NA,NA,177004.090749494,NA,190037.335123181,222381.889218192,277514.652297912,208049.114050646,475687.671875,800158.027941874,460244.285213051,1345933.96163628,NA,NA,NA,-0.220328880587683,NA,-0.856168648030502,NA,-2.29520612663748,NA,NA,NA,-1.49091633746642,NA,1,NA,"cytosol;nucleus","other molecular function","B2RD34; hsa:85313; Q7Z3Q5; Q8WUA2","mRNA Splicing - Major Pathway",NA,"https://rest.uniprot.org/uniprotkb/Q8WUA2.fasta",3.5,3.5
"1196","Q9H6R4","NOL6",7,6,14,1146,127.5,"Pf03813, Pf17403, Pf17404, Pf17405, Pf17406, Pf17407","65083","ENSG00000165271",NA,NA,NA,607808.791646023,57682.7990704174,425103.116867946,4633288.47619253,848424.505145899,4639075.7265625,3526559.51559268,6950315.68705027,2254774.65021648,250737.992205623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"RNA metabolism OR transcription;other metabolic processes;transport;other biological processes","mitochondrion;nucleus;other cell component",NA,"hsa:65083; Q5T5M3; Q5T5M4; Q7L4G6; Q8N6I0; Q8TEY9; Q8TEZ0; Q8TEZ1; Q9H675; Q9H6R4","Major pathway of rRNA processing in the nucleolus and cytosol; rRNA modification in the nucleus and cytosol",NA,"https://rest.uniprot.org/uniprotkb/Q9H6R4.fasta",3.5,3.5
"1197","Q5QJE6","DNTTIP2",8,4,4,756,84.4,"Pf08698","30836","ENSG00000067334",NA,NA,NA,NA,NA,NA,NA,NA,NA,227592.846724097,NA,711210.148406549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"RNA metabolism OR transcription;other metabolic processes;other biological processes","nucleus;other cell component",NA,"hsa:30836; Q12987; Q53H59; Q5QJE6; Q5TFJ4; Q6TLI0; Q76MJ8; Q86WX9",NA,NA,"https://rest.uniprot.org/uniprotkb/Q5QJE6.fasta",4.5,4
"1198","Q6KC79","NIPBL",7,16,27,2804,315.9,"Pf12765, Pf12830","25836","ENSG00000164190",NA,NA,89412.3047955228,NA,NA,NA,267902.184116174,NA,445116.4296875,10151377.5049454,6001816.84576745,8957877.15067859,NA,116663.764640848,700413.19907731,NA,NA,-1.99539444778623,NA,-6.54867198761687,NA,-2.19192668609167,NA,-5.41161326031164,NA,3,"cell cycle OR cell proliferation;cell organization and biogenesis;DNA metabolism;stress response;developmental processes;other biological processes","cytosol;nucleus;other cell component","other molecular function","hsa:25836; Q6KC79; Q6KCD6; Q6N080; Q6ZT92; Q7Z2E6; Q8N4M5; Q9Y6Y3; Q9Y6Y4","Cohesin Loading onto Chromatin","Cohesin complex - Cornelia de Lange syndrome; NIPBL role in DNA damage - Cornelia de Lange syndrome","https://rest.uniprot.org/uniprotkb/Q6KC79.fasta",3.5,3.5
"1199","P51825","AFF1",4,4,6,1210,131.3,"Pf05110, Pf18875, Pf18876","4299","ENSG00000172493",NA,NA,NA,NA,NA,NA,NA,23885.4603384255,16893.234375,1192083.26558432,453701.173896738,1188088.52571369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"other biological processes","nucleus",NA,"B4DTU1; E9PBM3; hsa:4299; P51825",NA,NA,"https://rest.uniprot.org/uniprotkb/P51825.fasta",4,4
"1200","O95785","WIZ",3,4,8,1651,178.6,NA,"58525","ENSG00000011451",NA,NA,NA,NA,NA,NA,159626.682084292,336394.811372322,184800.1328125,2336310.34934082,1380634.89673802,1677348.32126309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"other biological processes","nucleus;other cell component","nucleic acid binding activity;other molecular function","B3KVH1; B7ZM82; hsa:58525; M0QY21; O95785; Q4G0E0; Q6P6B0; Q6ZN24; Q7LDY6; Q7LDZ1; Q96IG5; Q96SQ6; Q9BUR8; Q9NPT1",NA,NA,"https://rest.uniprot.org/uniprotkb/O95785.fasta",3.5,3.5
"1201","Q15054","POLD3",17,6,11,466,51.4,"Pf09507","10714","ENSG00000077514",NA,NA,29016.3780894066,NA,NA,37596.9217239496,51831.0393798724,192251.281576866,964339.859375,1780478.0242663,1346987.37540925,3207124.70914956,NA,NA,NA,-0.373747095846146,NA,-3.79515080967727,NA,-6.18527751007505,NA,NA,NA,-5.22194761289206,NA,26,"DNA metabolism;other metabolic processes;stress response","nucleus;other cell component","other molecular function","B7ZAI6; hsa:10714; Q15054; Q32MZ9; Q32N00","Termination of translesion DNA synthesis; HDR through Homologous Recombination (HRR); Dual incision in TC-NER; Gap-filling DNA repair synthesis and ligation in TC-NER; Recognition of DNA damage by PCNA-containing replication complex; Dual Incision in GG-NER; Gap-filling DNA repair synthesis and ligation in GG-NER; PCNA-Dependent Long Patch Base Excision Repair; Polymerase switching on the C-strand of the telomere; Polymerase switching; Removal of the Flap Intermediate; Removal of the Flap Intermediate from the C-strand; Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha); Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)","Homologous recombination; Retinoblastoma gene in cancer; Pyrimidine metabolism; DNA replication; Base excision repair; Nucleotide excision repair; DNA repair pathways, full network; Nucleotide excision repair in xeroderma pigmentosum ; DNA mismatch repair","https://rest.uniprot.org/uniprotkb/Q15054.fasta",3.5,3.5
"1202","P33240","CSTF2",19,8,21,577,60.9,"Pf00076, Pf14304, Pf14327","1478","ENSG00000101811",NA,NA,164255.89592548,528013.248455479,572737.373862966,810277.305259888,1518151.25883923,1731291.49205111,1821984.84375,4629215.70018464,9415824.51382059,5900359.19265222,NA,NA,NA,-1.95536929937716,NA,-3.36341235707631,NA,-5.33900454607355,NA,NA,NA,-4.18708534109364,NA,6,"RNA metabolism OR transcription;other metabolic processes;other biological processes","nucleus","nucleic acid binding activity","hsa:1478; P33240; Q5H951; Q6LA74; Q8N502","tRNA processing in the nucleus; mRNA 3'-end processing; RNA Polymerase II Transcription Termination; Processing of Intronless Pre-mRNAs","mRNA processing","https://rest.uniprot.org/uniprotkb/P33240.fasta",4.5,4
"1203","Q14004","CDK13",5,6,14,1512,164.8,"Pf00069","8621","ENSG00000065883",NA,NA,NA,138295.285631269,NA,NA,91185.0017173657,375522.715683259,111940.1484375,4577313.9628333,2974507.14384261,3062940.81536627,224682.785329479,NA,15737070.489742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"RNA metabolism OR transcription;other metabolic processes;other biological processes","non-structural extracellular;cytosol;ER/Golgi;nucleus;other cell component","kinase activity;other molecular function","hsa:8621; Q14004; Q53G78; Q6DKQ9; Q75MH4; Q75MH5; Q96JN4; Q9H4A0; Q9H4A1; Q9UDR4","TP53 Regulates Transcription of DNA Repair Genes; Neutrophil degranulation",NA,"https://rest.uniprot.org/uniprotkb/Q14004.fasta",3.5,3.5
"1204","Q9GZR1","SENP6",2,2,2,1112,126.1,"Pf02902","26054","ENSG00000112701",NA,NA,NA,NA,NA,NA,NA,NA,81465.203125,837691.403554237,589927.969108041,620189.772398679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"protein metabolism;other metabolic processes;other biological processes","cytosol;nucleus;other cell component","other molecular function","A6NNY9; hsa:26054; O94891; Q5VUL3; Q5VUL4; Q8TBY4; Q9GZR1; Q9UJV5",NA,NA,"https://rest.uniprot.org/uniprotkb/Q9GZR1.fasta",4,4
"1205","Q9Y262","EIF3L",3,2,4,564,66.7,"Pf10255","51386","ENSG00000100129",NA,NA,NA,NA,NA,NA,586227.775873909,390323.835614665,748367.03125,NA,472049.694008786,198343.38428153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"cell organization and biogenesis;protein metabolism;other metabolic processes;other biological processes","cytosol;translational apparatus;nucleus;other cell component","nucleic acid binding activity","B2RDG6; B4DYB2; G8JLH4; hsa:51386; Q53HQ1; Q53HT4; Q5QTR1; Q5TI15; Q6ICD2; Q9Y262","L13a-mediated translational silencing of Ceruloplasmin expression; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Translation initiation complex formation; Formation of the ternary complex, and subsequently, the 43S complex; Ribosomal scanning and start codon recognition",NA,"https://rest.uniprot.org/uniprotkb/Q9Y262.fasta",3,3
"1206","Q99808","SLC29A1",10,4,11,456,50.2,"Pf01733","2030","ENSG00000112759",NA,NA,NA,60083.623223345,41994.1869926455,46672.6635914437,2323652.18931004,1529777.49600251,2313369.5859375,193937.32941165,173523.020592939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"cell-cell signaling;other metabolic processes;stress response;transport;signal transduction;other biological processes","plasma membrane;other membranes;other cell component","transporter activity","B3KQV7; B3KQY5; hsa:2030; Q5T9W9; Q99808; Q9UJY2","Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane; Azathioprine ADME; Ribavirin ADME","Fluoropyrimidine activity","https://rest.uniprot.org/uniprotkb/Q99808.fasta",4.5,4
"1207","Q8IWZ8","SUGP1",6,2,2,645,72.4,"Pf01585, Pf01805","57794","ENSG00000105705",NA,NA,NA,NA,NA,NA,NA,197844.564036539,NA,509590.662266696,480052.292969295,732063.770901224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"RNA metabolism OR transcription;other metabolic processes","nucleus",NA,"hsa:57794; O60378; Q6P3X9; Q8IWZ8; Q8TCQ4; Q8WWT4; Q8WWT5; Q9NTG3","mRNA Splicing - Major Pathway","mRNA processing","https://rest.uniprot.org/uniprotkb/Q8IWZ8.fasta",4.5,4
"1208","Q14687","GSE1",2,2,3,1217,136.1,"Pf12540","23199","ENSG00000131149",NA,NA,NA,NA,NA,NA,NA,NA,32057.61328125,966638.209086967,687088.695522641,594101.157753526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"D3DUM4; hsa:23199; Q14687; Q8IY61; Q96GA4; Q9BW09",NA,NA,"https://rest.uniprot.org/uniprotkb/Q14687.fasta",2.5,2.5
"1209","Q96ST2","IWS1",5,4,7,819,91.9,"Pf08711","55677","ENSG00000163166",NA,NA,245193.43866919,NA,NA,NA,NA,362335.597146545,144269.359375,3204976.69254785,1383220.19500215,2144902.01071989,NA,NA,NA,NA,NA,-0.0469408188648264,NA,-3.19431587669962,NA,NA,NA,-2.56201031075975,NA,3,"cell organization and biogenesis;RNA metabolism OR transcription;other metabolic processes;transport;other biological processes","nucleus",NA,"hsa:55677; Q2TB65; Q6P157; Q8N3E8; Q96MI7; Q96ST2; Q9NV97; Q9NWH8","Formation of RNA Pol II elongation complex ; RNA Polymerase II Pre-transcription Events",NA,"https://rest.uniprot.org/uniprotkb/Q96ST2.fasta",3,3
"1210","P28715","ERCC5",8,7,18,1186,133,"Pf00752, Pf00867","2073","ENSG00000134899",NA,NA,310003.471432577,NA,NA,NA,472245.097709301,827920.066947558,204938.40625,4516973.76480918,3154093.56383355,2929409.0116587,138421.978125266,NA,NA,NA,NA,-0.694543989994064,NA,-3.51073841292227,NA,1.16321134405492,NA,-2.49629206935962,NA,7,"DNA metabolism;other metabolic processes;stress response;other biological processes","nucleus;other cell component","enzyme regulator activity;nucleic acid binding activity;other molecular function","A6NGT4; hsa:2073; P28715; Q5JUS4; Q5JUS5; Q7Z2V3; Q8IZL6; Q8N1B7; Q9HD59; Q9HD60","Dual incision in TC-NER; Formation of Incision Complex in GG-NER; Dual Incision in GG-NER","Nucleotide excision repair; DNA repair pathways, full network; p53 transcriptional gene network; 10q11.21q11.23 copy number variation syndrome","https://rest.uniprot.org/uniprotkb/P28715.fasta",3.5,3.5
"1211","Q96GX5","MASTL",15,9,24,879,97.3,"Pf00069","84930","ENSG00000120539",NA,NA,264273.343657744,319994.752606962,NA,NA,1235717.34403362,501866.652776256,982082.484375,2666218.52275562,1963087.19952355,1229275.43089537,NA,NA,NA,-0.276017334819849,NA,-1.77836442291602,NA,-2.88548599274226,NA,NA,NA,-2.26606265806758,NA,1,"cell cycle OR cell proliferation;cell organization and biogenesis;other metabolic processes;stress response;signal transduction;other biological processes","plasma membrane;other membranes;cytoskeleton;nucleus;other cell component","kinase activity;other molecular function","hsa:84930; Q5T8D5; Q5T8D7; Q8NCD6; Q96GX5; Q96SJ5","MASTL Facilitates Mitotic Progression",NA,"https://rest.uniprot.org/uniprotkb/Q96GX5.fasta",1.5,1.5
"1212","Q6ZV73","FGD6",2,2,3,1430,160.7,"Pf00169, Pf00621, Pf01363","55785","ENSG00000180263",NA,311906.494679402,NA,185474.073088209,NA,NA,88486.7004011115,132394.822923699,NA,681681.679055028,365580.233890469,504983.493857937,NA,NA,NA,0.749896063013195,NA,1.49784085085223,NA,-0.7302086632673,NA,NA,NA,-0.0656755292311891,NA,0,"cell organization and biogenesis;other biological processes","cytoskeleton;ER/Golgi;other cell component","enzyme regulator activity;other molecular function","hsa:55785; Q6ZR53; Q6ZV73; Q7Z2Z7; Q96D44; Q9NUR8; Q9P2I5",NA,NA,"https://rest.uniprot.org/uniprotkb/Q6ZV73.fasta",2.5,2.5
"1213","O60934","NBN",6,3,5,754,84.9,"Pf00498, Pf00533, Pf08599, Pf16508","4683","ENSG00000104320",NA,NA,NA,NA,NA,NA,NA,NA,NA,905959.197063457,1232212.6339265,1296839.97409055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,"cell cycle OR cell proliferation;cell organization and biogenesis;DNA metabolism;other metabolic processes;stress response;developmental processes;signal transduction;other biological processes","cytosol;ER/Golgi;nucleus;other cell component","nucleic acid binding activity;other molecular function","B2R626; B2RNC5; hsa:4683; O60672; O60934; Q32NF7; Q53FM6; Q63HR6; Q7LDM2","Resolution of D-loop Structures through Holliday Junction Intermediates; Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks; Regulation of TP53 Activity through Phosphorylation; Processing of DNA double-strand break ends; Presynaptic phase of homologous DNA pairing and strand exchange; G2/M DNA damage checkpoint; Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA); Defective homologous recombination repair (HRR) due to BRCA1 loss of function; Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function; Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA2/RAD51/RAD51C binding function; Impaired BRCA2 binding to PALB2; Meiotic recombination; HDR through Single Strand Annealing (SSA); Impaired BRCA2 binding to RAD51; DNA Damage/Telomere Stress Induced Senescence; Nonhomologous End-Joining (NHEJ); HDR through MMEJ (alt-NHEJ); Sensing of DNA Double Strand Breaks","miRNA regulation of DNA damage response; Homologous recombination; DDX1 as a regulatory component of the Drosha microprocessor; ATM signaling in development and disease ; Breast cancer pathway; DNA repair pathways, full network; SMC1/SMC3 role in DNA damage - Cornelia de Lange Syndrome; Primary ovarian insufficiency; DNA damage response","https://rest.uniprot.org/uniprotkb/O60934.fasta",3.5,3.5
